Id,Label,links,total_link_strength,citations,degree.centr,closness.centr,betweeness.norm.centr,clustering,triangles,eigen.centr,component.number
24551,"u. s. fish and wildlife service [usfws], 2016, fed register, v81, p67193",45,45,1,45,0.428547,0,1,990,0.009911,0
24552,"u. s. fish and wildlife service, 1992, gold cheek warbl den",67,67,1,67,0.452719,0,1,2211,0.020416,0
24553,"u. s. fish and wildlife service, 2012, foc spec strat",25,25,1,25,0.383084,0,1,300,0.00764,0
24554,"u. s. forest service, 2012, calv class cal veg",79,79,1,79,0.457894,0,1,3081,0.024736,0
24555,"u. s. forest service, 2012, for inv an nat progr",79,79,1,79,0.457894,0,1,3081,0.024736,0
24556,"u. s. geological survey, 2014, stat n am atl",39,39,1,39,0.420561,0,1,741,0.009561,0
24557,"u.s. army corps of engineers, 1999, cerp centr so flor c",43,43,1,43,0.38322,0,1,903,0.005067,0
24558,"u.s. army corps of engineers, 2004, cerp compr mon ass p",55,55,1,55,0.447652,0,1,1485,0.016587,0
24559,"u.s. census bureau, 2018, est res pop chang ra",43,43,1,43,0.404137,0,1,903,0.009732,0
24560,"u.s. department of agriculture [usda], 1997, or e casc physl prov",63,63,1,63,0.403401,0,1,1953,0.008065,0
24561,"u.s. department of agriculture [usda], 1998, so casc lat succ res",63,63,1,63,0.403401,0,1,1953,0.008065,0
24562,"u.s. department of agriculture and u. s. department of the interior [usda and usdi], 1994, fin suppl imp stat m",63,63,1,63,0.403401,0,1,1953,0.008065,0
24563,"u.s. department of agriculture, 2011, nat nutr dat stand r",51,51,1,51,0.385278,0,1,1275,0.007124,0
24564,"u.s. department of agriculture, 2016, cropscape",79,79,1,79,0.440154,0,1,3081,0.020193,0
24565,"u.s. department of commerce. national oceanic and atmospheric administration. office of national marine sanctuaries, 2010, stellw bank nat mar",35,35,1,35,0.351402,0,1,595,0.001497,0
24566,"u.s. department of the interior, 2005, sci plan supp ec res",65,65,1,65,0.430347,0,1,2080,0.014089,0
24567,"u.s. environmental protection agency, 2011, 843r10001 us epa",111,111,1,111,0.457367,0,1,6105,0.023577,0
24568,"u.s. environmental protection agency, 2021, level 3 4 ecoregions",86,86,1,86,0.420117,0,1,3655,0.014391,0
24569,"u.s. epa, 1990, mem agr env prot ag",52,52,1,52,0.39355,0,1,1326,0.011814,0
24571,"u.s. fish and wildlife service [usfws], 1978, fed register, v43, p4026, doi [10.1111/j.1365-294x.2006.03149.x, doi 10.1111/j.1365-294x.2006.03149.x]",107,107,1,107,0.450516,0,1,5671,0.022673,0
24572,"u.s. fish and wildlife service [usfws], 1992, gold cheek warbl den",72,72,1,72,0.38777,0,1,2556,0.011365,0
24573,"u.s. fish and wildlife service [usfws], 1996, pip plov char mel at",95,95,1,95,0.418414,0,1,4465,0.016507,0
24574,"u.s. fish and wildlife service [usfws], 2018, rang wid ind bat sum",42,42,1,42,0.434699,0,1,861,0.0112,0
24575,"u.s. fish and wildlife service, 1993, federal register, v58, p12854",78,78,1,78,0.447927,0,1,3003,0.021695,0
24576,"u.s. fish and wildlife service, 1999, mult rec plan s flor",51,51,1,51,0.391,0,1,1275,0.007727,0
24577,"u.s. fish and wildlife service, 2005, compr cons plan lost",49,49,1,49,0.420071,0,1,1176,0.009702,0
24578,"u.s. fish and wildlife service, 2005, prel ass al beach mo",33,33,1,33,0.375342,0,1,528,0.004856,0
24580,"u.s. fish and wildlife service, 2008, birds cons conc 2008",90,90,1,90,0.449132,0,1,4005,0.024254,0
24581,"u.s. fish and wildlife service, 2012, end threat wildl 17",78,78,1,78,0.447927,0,1,3003,0.021695,0
24582,"u.s. fish and wildlife service, 2014, foc spec strat",23,23,1,23,0.377053,0,1,253,0.005533,0
24583,"u.s. fish and wildlife service, 2015, fed register, v80, p55286",42,42,1,42,0.453798,0,1,861,0.017937,0
24584,"u.s. fish and wildlife service, 2015, lost trail wildl ref",49,49,1,49,0.420071,0,1,1176,0.009702,0
24585,"u.s. fish and wildlife service,, 2019, species status asses",71,71,1,71,0.393029,0,1,2485,0.01121,0
24586,"u.s. fish wildlife service [usfws], 2012, n am bat death toll",95,95,1,95,0.433604,0,1,4465,0.020708,0
24587,"u.s. forest service, 1989, land res man plan fr",86,86,1,86,0.390413,0,1,3655,0.018163,0
24588,"u.s. forest service, 1990, win nat for land res",86,86,1,86,0.390413,0,1,3655,0.018163,0
24589,"u.s. geological society, 2016, hum footpr w us",79,79,1,79,0.440154,0,1,3081,0.020193,0
24590,"u.s. geological society, 2016, mult land char cons",79,79,1,79,0.440154,0,1,3081,0.020193,0
24591,"u.s. geological society, 2016, nat hydr dat",79,79,1,79,0.440154,0,1,3081,0.020193,0
24592,"u.s. geological survey (usgs), 2017, 5 met al dig el mod",79,79,1,79,0.409077,0,1,3081,0.015287,0
24593,"u.s. geological survey, 2008, mult land char cons",36,36,1,36,0.406287,0,1,630,0.006457,0
24594,"u.s. geological survey, 2011, land cov dat port ve",29,29,1,29,0.407616,0,1,406,0.007893,0
24595,"u.s. geological survey, 2013, nat hydr dat ver usg",78,78,1,78,0.406598,0,1,3003,0.011653,0
24596,"u.s. geological survey, 2019, red riv foc ar stud",116,116,1,116,0.460467,0,1,6670,0.024086,0
24597,"u.s. geological survey, 2019, usgs r eflowstats hy",116,116,1,116,0.460467,0,1,6670,0.024086,0
24598,"u.s. geological survey, 2020, modeled hist land us",116,116,1,116,0.460467,0,1,6670,0.024086,0
24599,"u.s. geological survey, 2021, state wildlife actio",86,86,1,86,0.420117,0,1,3655,0.014391,0
24601,"ubeda carmen a., 1994, mastozoologia neotropical, v1, p29",66,66,1,66,0.442416,0,1,2145,0.019287,0
24602,"uboni a, 2015, ecology, v96, p62, doi 10.1890/13-2116.1",76,76,1,76,0.405872,0,1,2850,0.010744,0
24603,"uboni a, 2015, ecosphere, v6, doi 10.1890/es14-00419.1",76,76,1,76,0.405872,0,1,2850,0.010744,0
24604,"uboni a, 2017, ecosphere, v8, doi 10.1002/ecs2.1705",76,76,1,76,0.405872,0,1,2850,0.010744,0
24605,"uchida e, 2007, environ dev econ, v12, p593, doi 10.1017/s1355770x07003713",71,71,1,71,0.40558,0,1,2485,0.008714,0
24606,"uchida k, 2014, ecol monogr, v84, p637, doi 10.1890/13-2170.1",56,56,1,56,0.369429,0,1,1540,0.005594,0
24607,"uchida k, 2016, j zool, v298, p225, doi 10.1111/jzo.12306",108,108,1,108,0.439111,0,1,5778,0.01713,0
24608,"uchida k, 2019, behav ecol, v30, p1583, doi 10.1093/beheco/arz117",108,108,1,108,0.439111,0,1,5778,0.01713,0
24610,"uchida k, 2021, urban for urban gree, v58, doi 10.1016/j.ufug.2020.126952",57,57,1,57,0.395605,0,1,1596,0.00695,0
24612,"udall s.l, 1967, fed register, v32, p4001",31,31,1,31,0.445264,0,1,465,0.011588,0
24614,"ugarte ca, 2007, copeia, p436",77,77,1,77,0.36308,0,1,2926,0.006927,0
24615,"ugland ki, 2003, j anim ecol, v72, p888, doi 10.1046/j.1365-2656.2003.00748.x",65,65,1,65,0.39235,0,1,2080,0.008971,0
24616,"uicn france mnhn amazona aeva asfa and oncfs, 2012, list roug esp men fr",105,105,1,105,0.420994,0,1,5460,0.015842,0
24617,"uicn france, 2013, esp nat prot franc p",88,88,1,88,0.420346,0,1,3828,0.014538,0
24618,"ukizintambara t, 2019, iucn red list threat, v2019, doi [10.2305/iucn.uk.2019-chimp, doi 10.2305/iucn.uk.2019-chimp]",92,92,1,92,0.377422,0,1,4186,0.009626,0
24619,"ulfvens j, 1988, ann zool fenn, v25, p293",58,58,1,58,0.464238,0,1,1653,0.018898,0
24620,"ulloa g., 2003, conservaci n manejo",55,55,1,55,0.399427,0,1,1485,0.008098,0
24621,"ulrich w, 2016, plos one, v11, doi 10.1371/journal.pone.0163338",95,95,1,95,0.411136,0,1,4465,0.010692,0
24622,"umariya s., 2021, cat news, v74, p23",86,86,1,86,0.429957,0,1,3655,0.016563,0
24623,"umetsu f, 2007, landscape ecol, v22, p517, doi 10.1007/s10980-006-9041-y",65,65,1,65,0.443664,0,1,2080,0.015518,0
24624,"ummenhofer c. c., 2009, geophys res lett, v36",57,57,1,57,0.374619,0,1,1596,0.004583,0
24625,"un desa, 2017, world population pro",131,131,1,131,0.443788,0,1,8515,0.040161,0
24626,"un, 2018, worlds cit 2018 dat",86,86,1,86,0.43754,0,1,3655,0.017087,0
24627,"unccd, 2012, biod big unkn",85,85,1,85,0.399515,0,1,3570,0.01561,0
24629,"underwood aj, 1996, j exp mar biol ecol, v200, p1, doi 10.1016/s0022-0981(96)02637-8",57,57,1,57,0.385641,0,1,1596,0.008456,0
24630,"underwood aj, 1997, expt ecology their l",48,48,1,48,0.449155,0,1,1128,0.011871,0
24631,"underwood aj, 2003, j exp mar biol ecol, v296, p49, doi 10.1016/s0022-0981(03)00304-6",57,57,1,57,0.385641,0,1,1596,0.008456,0
24632,"underwood eb, 2013, herpetologica, v69, p397",75,75,1,75,0.42797,0,1,2775,0.015809,0
24633,"underwood ec, 2006, environ monit assess, v121, p47, doi 10.1007/s10661-005-9106-4",78,78,1,78,0.447927,0,1,3003,0.021695,0
24634,"undesa, 2018, a421 stesaser",86,86,1,86,0.43754,0,1,3655,0.017087,0
24635,"undesa-united nations department of economic and social population division, 2018, demogr res",118,118,1,118,0.418796,0,1,6903,0.026264,0
24636,"unep wcmc and iucn, 2015, prot plan world dat",60,60,1,60,0.454469,0,1,1770,0.021709,0
24637,"unep-wcmc & iucn, 2018, protected planet rep",63,63,1,63,0.442901,0,1,1953,0.015309,0
24638,"unep-wcmc and iucn, 2020, prot plan world dat",92,92,1,92,0.377422,0,1,4186,0.009626,0
24639,"unep-wcmc iucn ngs, 2018, protected planet rep",71,71,1,71,0.40558,0,1,2485,0.008714,0
24640,"unep-wcmc iucn, 2016, prot ar contr ach gl",131,131,1,131,0.443788,0,1,8515,0.040161,0
24641,"unep-wcmc iucn, 2016, protected planet rep",50,50,1,50,0.410836,0,1,1225,0.009003,0
24642,"unep-wcmc, 2010, world dat prot ar",101,101,1,101,0.435006,0,1,5050,0.018687,0
24643,"unep-wcmc, 2018, prot plan world dat",77,77,1,77,0.422388,0,1,2926,0.015999,0
24644,"unep-wcmc,, 2021, prot ar prof sierr l",82,82,1,82,0.372073,0,1,3321,0.007893,0
24646,"unesco, 2015, man man unesco biosp",80,80,1,80,0.346498,0,1,3160,0.00321,0
24647,"unesco, 2017, biosph res learn sit",80,80,1,80,0.346498,0,1,3160,0.00321,0
24648,"unesco, 2020, coff cult landsc col",91,91,1,91,0.362306,0,1,4095,0.00797,0
24651,"unglaub b, 2021, mol ecol, v30, p5009, doi 10.1111/mec.16114",80,80,1,80,0.422262,0,1,3160,0.011579,0
24652,"unica [uniao da industria de cana-de-acucar], 2015, sug on plant man sol",65,65,1,65,0.443664,0,1,2080,0.015518,0
24653,"united nations convention to combat desertification (unccd), 2014, land numb liv tipp p",85,85,1,85,0.399515,0,1,3570,0.01561,0
24654,"united nations department of economic and social affairs (2019), 2019, world urb prosp 20 a, doi [10.18356/b9e995fe-en, doi 10.18356/b9e995fe-en]",87,87,1,87,0.368212,0,1,3741,0.006117,0
24655,"united nations department of economic and social affairs population division, 2014, stesasera352",66,66,1,66,0.427632,0,1,2145,0.01841,0
24656,"united nations doeasa population division, 2014, stesasera352 un doea",93,93,1,93,0.479288,0,1,4278,0.025974,0
24657,"united nations, 2013, mill dev goals rep 2",58,58,1,58,0.400201,0,1,1653,0.009386,0
24658,"united states department of agriculture (usda), 2012, nat agr stat serv 20",48,48,1,48,0.444101,0,1,1128,0.012611,0
24659,"united states department of agriculture (usda), 2016, mak inst fenc mark s",58,58,1,58,0.39235,0,1,1653,0.006826,0
24660,"united states department of agriculture, 2010, usda reg roadm m bio",73,73,1,73,0.443286,0,1,2628,0.012732,0
24661,"united states department of the interior, 2008, publ land sruv syst",271,271,1,271,0.459208,0,1,36585,0.101602,0
24662,"united states environmental protection agency (usepa) and united states geological survey (usgs), 2012, natl hydrography dat",72,72,1,72,0.366182,0,1,2556,0.006671,0
24663,"united states fish and wildlife service (usfws), 1993, fed reg, v58, p12864",58,58,1,58,0.37624,0,1,1653,0.005137,0
24664,"united states fish and wildlife service (usfws), 2010, end threat wildl 17, p50",58,58,1,58,0.39235,0,1,1653,0.006826,0
24665,"united states fish and wildlife service (usfws), 2013, fed register, v78, p61004",51,51,1,51,0.392487,0,1,1275,0.007376,0
24666,"united states fish and wildlife service [usfws], 1991, am bur bettl rec pla",48,48,1,48,0.430224,0,1,1128,0.00867,0
24667,"united states fish and wildlife service [usfws], 2014, am bu beetl nicr am",48,48,1,48,0.430224,0,1,1128,0.00867,0
24668,"united states fish and wildlife service, 2014, nat wetl inv",96,96,1,96,0.422368,0,1,4560,0.01467,0
24669,"united states fish and wildlife service, 2015, fed register, v80, p59857",37,37,1,37,0.40102,0,1,666,0.007719,0
24670,"united states fish wildlife service, 2016, rust patch bumbl bee",34,34,1,34,0.412541,0,1,561,0.006338,0
24671,"united states geological survey (usgs), 2014, landf 1 4 0 ex veg c",81,81,1,81,0.452234,0,1,3240,0.020958,0
24672,"united states geological survey (usgs),, 2016, gap an proj gap",41,41,1,41,0.408478,0,1,820,0.009153,0
24673,"united states geological survey [usgs], 2010, nat land cov vers 1",48,48,1,48,0.430224,0,1,1128,0.00867,0
24674,"unlu i, 2013, plos one, v8, doi 10.1371/journal.pone.0077999",42,42,1,42,0.40479,0,1,861,0.008677,0
24675,"unmack p.j., 2008, aridland springs n a",52,52,1,52,0.400421,0,1,1326,0.00859,0
24676,"unmack pj, 2013, mol ecol, v22, p1683, doi 10.1111/mec.12204",46,46,1,46,0.410674,0,1,1035,0.011046,0
24677,"unrein jr, 2016, environ toxicol chem, v35, p2092, doi 10.1002/etc.3367",22,22,1,22,0.435378,0,1,231,0.008171,0
24678,"untergasser a, 2012, nucleic acids res, v40, doi 10.1093/nar/gks596",37,37,1,37,0.39622,0,1,666,0.004202,0
24680,"urban dl, 2009, ecol lett, v12, p260, doi 10.1111/j.1461-0248.2008.01271.x",49,49,1,49,0.370797,0,1,1176,0.004572,0
24682,"urban mc, 2007, oecologia, v154, p571, doi 10.1007/s00442-007-0856-2",60,60,1,60,0.389059,0,1,1770,0.010385,0
24683,"urban mc, 2012, p roy soc b-biol sci, v279, p2072, doi 10.1098/rspb.2011.2367",77,77,1,77,0.429841,0,1,2926,0.014367,0
24685,"urban mc, 2018, oecologia, v186, p291, doi 10.1007/s00442-017-3989-y",104,104,1,104,0.401491,0,1,5356,0.022187,0
24686,"urban mc, 2018, p natl acad sci usa, v115, p11871, doi 10.1073/pnas.1817416115",100,101,1,100,0.455864,0,1,4950,0.020544,0
24687,"urban na, 2009, j mammal, v90, p1431, doi 10.1644/08-mamm-a-393r.1",83,83,1,83,0.443963,0,1,3403,0.017175,0
24689,"urban na, 2012, ecol indic, v15, p188, doi 10.1016/j.ecolind.2011.09.031",55,55,1,55,0.447652,0,1,1485,0.016587,0
24690,"urbanek r. e., 2016, j n am herpetol, v2017, p39",83,83,1,83,0.417729,0,1,3403,0.011313,0
24691,"urbina, 2018, jaguar hunting traff",65,65,1,65,0.431281,0,1,2080,0.014045,0
24693,"urfi aj, 2005, curr sci india, v89, p1997",36,36,1,36,0.403998,0,1,630,0.007669,0
24694,"uribe sv, 2020, plos one, v15, doi 10.1371/journal.pone.0230193",88,88,1,88,0.432612,0,1,3828,0.019497,0
24696,"urquhart ns, 1993, statistics for the environment, p71",32,32,1,32,0.443657,0,1,496,0.014518,0
24698,"urquiza-haas t, 2011, anim conserv, v14, p271, doi 10.1111/j.1469-1795.2010.00426.x",58,58,1,58,0.409536,0,1,1653,0.013475,0
24699,"us census bureau, 2010, cens pop hous 2010",92,92,1,92,0.439718,0,1,4186,0.022682,0
24700,"us census bureau, 2011, stat abstr us 2012",66,66,1,66,0.427632,0,1,2145,0.01841,0
24701,"us census bureau, 2012, larg metr stat ar po",72,72,1,72,0.38777,0,1,2556,0.011365,0
24702,"us epa, 2006, sect strat 2006",111,111,1,111,0.457367,0,1,6105,0.023577,0
24703,"us fish and wildlife service, 2003, red cock woodp pic b",57,57,1,57,0.401914,0,1,1596,0.007813,0
24704,"us fish and wildlife service, 2005, sacramento fish wild",49,49,1,49,0.424084,0,1,1176,0.008409,0
24705,"us fish and wildlife service, 2008, birds cons conc",24,24,1,24,0.396405,0,1,276,0.009104,0
24706,"us fish and wildlife service, 2009, postd mon plan bald",68,68,1,68,0.380106,0,1,2278,0.006262,0
24707,"us fish and wildlife service, 2012, fed register, v77, p71159",109,109,1,109,0.432052,0,1,5886,0.027638,0
24708,"us fish and wildlife service, 2017, rec plan sant an suc, pxii",62,62,1,62,0.40841,0,1,1891,0.010676,0
24709,"us fish and wildlife service, 2022, fed register, v87, p20336",52,52,1,52,0.400421,0,1,1326,0.00859,0
24710,"us fish and wildlife service, 2022, spec stat ass dix va",52,52,1,52,0.400421,0,1,1326,0.00859,0
24711,"us forest service, 2004, sierr nev for plan s",30,30,1,30,0.425318,0,1,435,0.012268,0
24712,"us geological survey (usgs), 2019, landf landf 2016 rem",39,39,1,39,0.40133,0,1,741,0.007354,0
24713,"us geological survey, 2004, nat el dat",73,73,1,73,0.458616,0,1,2628,0.028327,0
24715,"us north american bird conservation initiative (us nacbi), 2000, bird cons reg descr",49,49,1,49,0.400243,0,1,1176,0.012064,0
24716,"us-gap. geological survey gap analysis program, 2011, nat land cov vers 2",49,49,1,49,0.400243,0,1,1176,0.012064,0
24717,"usa national phenology network, 2018, spring ind 1 bloom s",34,34,1,34,0.412541,0,1,561,0.006338,0
24718,"usace and sfwmd, 2011, centr so flor proj c",50,50,1,50,0.398327,0,1,1225,0.007146,0
24719,"usace, 2009, cerp compr mon ass p",50,50,1,50,0.398327,0,1,1225,0.007146,0
24720,"usblm (u.s. department of the interior bureau of land management), 1980, cal des cons ar plan",61,61,1,61,0.448447,0,1,1830,0.01715,0
24721,"usblm (us department of the interior bureau of land management), 2006, rec dec w moj plan a",61,61,1,61,0.448447,0,1,1830,0.01715,0
24722,"usda forest service (usfs), 1995, spott great gray owl",47,47,1,47,0.418764,0,1,1081,0.009268,0
24723,"usda forest service (usfs), 2014, for veg rep rim fir",47,47,1,47,0.418764,0,1,1081,0.009268,0
24724,"usda forest service (usfs), 2014, terr biol ass ev wil",47,47,1,47,0.418764,0,1,1081,0.009268,0
24725,"usda forest service, 1994, ec subr us comp e re",64,64,1,64,0.426458,0,1,2016,0.011237,0
24726,"usda forest service, 2007, sierr nev for man in",51,51,1,51,0.431363,0,1,1275,0.015049,0
24727,"usda forest service, 2008, trav rout reg 1",57,57,1,57,0.453068,0,1,1596,0.022108,0
24728,"usda forest service, 2016, tree tools assessing",63,63,1,63,0.43815,0,1,1953,0.012745,0
24729,"usda forest service, 2019, ex veg calveg esri p",80,80,1,80,0.362997,0,1,3160,0.005738,0
24730,"usda forest service, 2020, aer fir us eff afue",76,76,1,76,0.352253,0,1,2850,0.005357,0
24731,"usda, 2004, sierr nev for plan a",73,73,1,73,0.399427,0,1,2628,0.010054,0
24732,"usda, 2007, sierr nev for man in",73,73,1,73,0.399427,0,1,2628,0.010054,0
24733,"usda, 2011, comm int rep jun 28",49,49,1,49,0.370797,0,1,1176,0.004572,0
24734,"usda, 2012, 2012 cens agr tech r",124,124,1,124,0.398938,0,1,7626,0.013553,0
24735,"usda, 2012, fed register, v77, p21162",81,81,1,81,0.452234,0,1,3240,0.020958,0
24736,"usda, 2021, feedgr sect glanc",124,124,1,124,0.398938,0,1,7626,0.013553,0
24737,"usda-nrcs, 2013, rest am wetl priv la",83,83,1,83,0.425291,0,1,3403,0.01412,0
24738,"usdi bureau of land management, 2015, dec rec stouts unpub",94,94,1,94,0.414603,0,1,4371,0.010677,0
24740,"usdi fish and wildlife service, 2016, fish pek penn w coas",74,74,1,74,0.460114,0,1,2701,0.019884,0
24741,"usepa (united states environmental protection agency), 2010, lev 4 ec n car",72,72,1,72,0.43071,0,1,2556,0.017352,0
24742,"usepa, 1998, guid ec risk ass",53,53,1,53,0.448276,0,1,1378,0.014089,0
24743,"usepa, 2017, clean air stat trend",50,50,1,50,0.398327,0,1,1225,0.007146,0
24744,"usepa/usgs (environmental protection agency/u.s. geological survey, 2012, nat hydr dat plus nh",85,85,1,85,0.363945,0,1,3570,0.003457,0
24745,"usfs rocky mountain region [united states forest service rocky mountain region], 2018, for grassl hlth aer",50,50,1,50,0.416205,0,1,1225,0.009511,0
24746,"usfws (u.s. fish and wildlife service), 2011, 2011f0225 usfws cook",47,47,1,47,0.442575,0,1,1081,0.015088,0
24747,"usfws [u.s. fish and wildlife service], 2004, no spott owl 5 year",47,47,1,47,0.422137,0,1,1081,0.01086,0
24748,"usfws [u.s. fish and wildlife service], 2008, fin rec plan n spott",47,47,1,47,0.422137,0,1,1081,0.01086,0
24749,"usfws [u.s. fish and wildlife service], 2015, spec stat ass rep co",90,90,1,90,0.449132,0,1,4005,0.024254,0
24750,"usfws [united states fish and wildlife service], 2018, whit nos syndr dev d",56,56,1,56,0.417838,0,1,1540,0.009685,0
24751,"usfws and nysdec, 1991, fin env imp stat no",72,72,1,72,0.38777,0,1,2556,0.011365,0
24752,"usfws, 1989, rec plan bould dart",78,78,1,78,0.455533,0,1,3003,0.018766,0
24753,"usfws, 1991, rec plan crack pearl",78,78,1,78,0.455533,0,1,3003,0.018766,0
24754,"usfws, 2002, son tig sal rec plan",53,53,1,53,0.402369,0,1,1378,0.007203,0
24755,"usfws, 2004, crit hab des end thr",31,31,1,31,0.445264,0,1,465,0.011588,0
24757,"usfws, 2011, chir leop frog lith",52,52,1,52,0.408515,0,1,1326,0.010399,0
24759,"usfws, 2013, end spec",57,57,1,57,0.405598,0,1,1596,0.007024,0
24760,"usfws, 2015, fed register, v80, p79999",63,63,1,63,0.442901,0,1,1953,0.015309,0
24761,"usfws] u.s. fish and wildlife service, 2018, strat hab cons hdb g",65,65,1,65,0.442343,0,1,2080,0.015473,0
24762,"usgs (u.s. geological survey), 2007, cow wat 10m dem",90,90,1,90,0.449408,0,1,4005,0.018591,0
24763,"usgs (united states geological survey), 2011, nat land cov dat 200",72,72,1,72,0.43071,0,1,2556,0.017352,0
24764,"usgs gap analysis program, 2016, prot ar dat us pad u",65,65,1,65,0.442416,0,1,2080,0.012938,0
24765,"usgs n., 2017, nat el dat",45,45,1,45,0.428547,0,1,990,0.009911,0
24766,"usgs patuxent wildlife research center, 2012, n am breed bird surv",53,53,1,53,0.374116,0,1,1378,0.006205,0
24767,"usgs, 2013, usgs glob vis view",48,48,1,48,0.430224,0,1,1128,0.00867,0
24768,"usgs, 2015, us geol surv nat hyd",116,116,1,116,0.460467,0,1,6670,0.024086,0
24769,"usgs, 2016, us geol surv 1 3 arc",65,65,1,65,0.442416,0,1,2080,0.012938,0
24770,"usgs, 2017, lands surf refl der",41,41,1,41,0.42572,0,1,820,0.010811,0
24771,"usgs, us geological survey",92,92,1,92,0.43495,0,1,4186,0.019265,0
24772,"usgs-united states geological survey, 2012, nat hydr dat plus nh, v2.10",48,48,1,48,0.430224,0,1,1128,0.00867,0
24773,"usgs. u.s. geological survey, 2021, earth expl, p4",76,76,1,76,0.352253,0,1,2850,0.005357,0
24774,"usher mb, 2002, state scotlands env",71,71,1,71,0.418284,0,1,2485,0.0083,0
24775,"usher pj, 2000, arctic, v53, p183, doi 10.14430/arctic849",57,57,1,57,0.385641,0,1,1596,0.008456,0
24776,"usio n, 2000, oecologia, v124, p608, doi 10.1007/s004420000422",76,76,1,76,0.408614,0,1,2850,0.008836,0
24777,"usio n, 2009, biol conserv, v142, p1480, doi 10.1016/j.biocon.2009.02.016",76,76,1,76,0.408614,0,1,2850,0.008836,0
24778,"usma j.s., 2016, diversidad biologica",118,118,1,118,0.444342,0,1,6903,0.022846,0
24779,"usubiaga-liano a, 2019, nat sustain, v2, p491, doi 10.1038/s41893-019-0300-8",87,87,1,87,0.39429,0,1,3741,0.015199,0
24780,"utah department of transportation, 2013, wildl mit proj publi",54,54,1,54,0.451615,0,1,1431,0.019612,0
24781,"utah department of transportation, 2020, traffic stat aadt ro",54,54,1,54,0.451615,0,1,1431,0.019612,0
24782,"utah division of wildlife resources (udwr), 2006, udwr publ, v06-18",44,44,1,44,0.422348,0,1,946,0.009394,0
24783,"utz rm, 2009, ecol indic, v9, p556, doi 10.1016/j.ecolind.2008.08.008",90,90,1,90,0.441253,0,1,4005,0.017003,0
24784,"utz rm, 2010, biol conserv, v143, p688, doi 10.1016/j.biocon.2009.12.006",90,90,1,90,0.441253,0,1,4005,0.017003,0
24785,"utz rm, 2011, j n am benthol soc, v30, p25, doi 10.1899/10-007.1",90,90,1,90,0.441253,0,1,4005,0.017003,0
24786,"uusitalo l, 2015, environ modell softw, v63, p24, doi 10.1016/j.envsoft.2014.09.017",53,53,1,53,0.448276,0,1,1378,0.014089,0
24787,"uyttenbroeck r, 2016, biotechnol agron soc, v20, p225",85,85,1,85,0.428228,0,1,3570,0.011322,0
24788,"uzarski dg, 2005, j great lakes res, v31, p171, doi 10.1016/s0380-1330(05)70297-5",42,42,1,42,0.429009,0,1,861,0.008562,0
24789,"uzarski dg, 2017, wetlands, v37, p15, doi 10.1007/s13157-016-0835-7",42,42,1,42,0.429009,0,1,861,0.008562,0
24790,"uzarski dg, 2019, wetlands, v39, p1357, doi 10.1007/s13157-019-01139-w",42,42,1,42,0.429009,0,1,861,0.008562,0
24791,"vaccaro as, 2019, avian conserv ecol, v14, doi 10.5751/ace-01293-140101",117,117,1,117,0.44743,0,1,6786,0.026602,0
24792,"vacher, 2005, j geoscience ed, v53, p478",76,76,1,76,0.408614,0,1,2850,0.008836,0
24794,"vadell mv, 2010, int j pest manage, v56, p327, doi 10.1080/09670874.2010.499479",48,48,1,48,0.449155,0,1,1128,0.011871,0
24795,"vala ma, 2020, avian conserv ecol, v15, doi 10.5751/ace-01613-150124",49,49,1,49,0.370365,0,1,1176,0.004168,0
24796,"valanko s, 2010, j exp mar biol ecol, v384, p51, doi 10.1016/j.jembe.2009.12.012",52,52,1,52,0.345811,0,1,1326,0.002323,0
24797,"valanko s., 2012, thesis abo akad u fi",52,52,1,52,0.345811,0,1,1326,0.002323,0
24798,"valavi r, 2019, methods ecol evol, v10, p225, doi 10.1111/2041-210x.13107",95,95,1,95,0.368081,0,1,4465,0.004314,0
24799,"valavi r, 2022, ecol monogr, v92, doi 10.1002/ecm.1486",43,43,1,43,0.424303,0,1,903,0.012527,0
24800,"valderrama e, 2014, j biogeogr, v41, p1533, doi 10.1111/jbi.12317",102,102,1,102,0.389423,0,1,5151,0.011627,0
24801,"valdez j., 2016, australian zoologist, v38, p223, doi 10.7882/az.2016.031",92,92,1,92,0.443228,0,1,4186,0.021192,0
24802,"valdez jw, 2015, biol conserv, v191, p520, doi 10.1016/j.biocon.2015.08.010",107,107,1,107,0.440126,0,1,5671,0.02935,0
24803,"valdez r, 2008, iucn red list threat, v2008, doi [10.2305/iucn.uk.2008.rlts.t15739a5076068.en 10.2305/iucn.uk.2008.rlts.t15739a5076068.en]",53,53,1,53,0.393842,0,1,1378,0.006389,0
24804,"valdez-juarez so, 2018, condor, v120, p427, doi 10.1650/condor-17-180.1",102,102,1,102,0.389423,0,1,5151,0.011627,0
24805,"valdivia a, 2019, plos one, v14, doi 10.1371/journal.pone.0210164",92,92,1,92,0.362364,0,1,4186,0.003933,0
24806,"valeix m, 2007, oecologia, v153, p739, doi 10.1007/s00442-007-0764-5",58,58,1,58,0.396121,0,1,1653,0.006953,0
24807,"valeix m, 2010, landscape ecol, v25, p337, doi 10.1007/s10980-009-9425-x",78,78,1,78,0.433799,0,1,3003,0.020588,0
