Id,Label,Name,Name2,number.links,total.link.strength,citations,degree,n.betweeness
14639,"lunn d, 2009, stat med, v28, p3049, doi 10.1002/sim.3680",,,677,733,11,677,0.000571
1366,"bailey ll, 2014, methods ecol evol, v5, p1269, doi 10.1111/2041-210x.12100",,,734,819,14,734,0.000569
4491,"chesson p, 2000, annu rev ecol syst, v31, p343, doi 10.1146/annurev.ecolsys.31.1.343",,,538,554,5,538,0.000568
4010,"caro tm, 2003, biol conserv, v110, p67, doi 10.1016/s0006-3207(02)00177-5",,,772,959,14,772,0.000567
844,"anderson dr, 2001, wildlife soc b, v29, p1294",,,601,687,12,601,0.000567
19736,"redford kh, 1992, bioscience, v42, p412, doi 10.2307/1311860",,,672,733,10,672,0.000565
23839,"tingley mw, 2012, global change biol, v18, p3279, doi 10.1111/j.1365-2486.2012.02784.x",,,766,913,11,766,0.000561
25383,"wellborn ga, 1996, annu rev ecol syst, v27, p337, doi 10.1146/annurev.ecolsys.27.1.337",,,684,854,10,684,0.000555
20716,"royle ja, 2007, j comput graph stat, v16, p67, doi 10.1198/106186007x181425",,,649,741,12,649,0.000554
20714,"royle ja, 2007, ecol monogr, v77, p465, doi 10.1890/06-0912.1",,,685,829,14,685,0.000553
10596,"hijmans rj, 2005, int j climatol, v25, p1965, doi 10.1002/joc.1276",,,472,498,8,472,0.000553
2865,"borger l, 2006, j anim ecol, v75, p1393, doi 10.1111/j.1365-2656.2006.01164.x",,,263,265,3,263,0.000547
14817,"mackenzie d. i., 2004, animal biodiversity and conservation, v27, p461",,,861,973,14,861,0.000545
15535,"mazerolle mj, 2007, j herpetol, v41, p672, doi 10.1670/07-061.1",,,733,840,14,733,0.000545
22460,"sollmann r, 2012, mamm biol, v77, p41, doi 10.1016/j.mambio.2011.06.011",,,873,965,10,873,0.000544
12254,"karanth ku, 2004, p natl acad sci usa, v101, p4854, doi 10.1073/pnas.0306210101",,,784,911,13,784,0.000544
10001,"hardin g, 1960, science, v131, p1292, doi 10.1126/science.131.3409.1292",,,531,570,7,531,0.000543
3257,"brodie jf, 2015, conserv biol, v29, p110, doi 10.1111/cobi.12389",,,648,751,11,648,0.000542
7603,"fick se, 2017, int j climatol, v37, p4302, doi 10.1002/joc.5086",,,575,602,8,575,0.000537
21164,"sauer j.r., 2017, n am breeding bird s",,,420,430,7,420,0.000534
7302,"fahrig l, 2013, j biogeogr, v40, p1649, doi 10.1111/jbi.12130",,,606,654,9,606,0.000531
4340,"chandler rb, 2013, ann appl stat, v7, p936, doi 10.1214/12-aoas610",,,503,531,8,503,0.000528
9589,"guillera-arroita g, 2015, global ecol biogeogr, v24, p276, doi 10.1111/geb.12268",,,742,880,11,742,0.000527
506,"ahumada ja, 2011, philos t r soc b, v366, p2703, doi 10.1098/rstb.2011.0115",,,796,1003,16,796,0.000523
12613,"kery m, 2010, j biogeogr, v37, p1851, doi 10.1111/j.1365-2699.2010.02345.x",,,643,726,12,643,0.00052
6498,"dorazio rm, 2011, biodiversity loss in a changing planet, p277",,,737,855,12,737,0.000516
17623,"o'brien tg, 2003, anim conserv, v6, p131, doi 10.1017/s1367943003003172",,,562,615,9,562,0.000515
11535,"jackson da, 2001, can j fish aquat sci, v58, p157, doi 10.1139/f00-239",,,533,588,8,533,0.000513
22050,"simon ks, 2003, freshwater biol, v48, p982, doi 10.1046/j.1365-2427.2003.01069.x",,,188,188,2,188,0.000507
22610,"spiegelhalter d., 2003, winbugs user manual",,,633,712,13,633,0.000506
2326,"betts mg, 2008, ecography, v31, p592, doi 10.1111/j.0906-7590.2008.05490.x",,,574,631,11,574,0.000506
10804,"hoffmann m, 2010, science, v330, p1503, doi 10.1126/science.1194442",,,588,611,8,588,0.000505
20707,"royle ja, 2004, ecology, v85, p1591, doi 10.1890/03-3127",,,546,604,10,546,0.000504
5498,"cusack jj, 2015, plos one, v10, doi 10.1371/journal.pone.0126373",,,786,912,12,786,0.000502
2766,"bolker bm, 2009, trends ecol evol, v24, p127, doi 10.1016/j.tree.2008.10.008",,,461,479,7,461,0.000502
20656,"rowcliffe jm, 2014, methods ecol evol, v5, p1170, doi 10.1111/2041-210x.12278",,,451,471,7,451,0.0005
9289,"grant ehc, 2016, sci rep-uk, v6, doi 10.1038/srep25625",,,442,486,6,442,0.000499
24606,"vanhorne b, 1983, j wildlife manage, v47, p893",,,604,639,8,604,0.000498
8608,"gelfand ae, 1998, biometrika, v85, p1, doi 10.1093/biomet/85.1.1",,,223,225,3,223,0.000498
13615,"laurance wf, 2012, nature, v489, p290, doi 10.1038/nature11318",,,624,712,10,624,0.000497
7625,"fielding ah, 1997, environ conserv, v24, p38, doi 10.1017/s0376892997000088",,,647,691,11,647,0.000495
19014,"poff nl, 1997, bioscience, v47, p769, doi 10.2307/1313099",,,412,457,6,412,0.000492
20582,"rota ct, 2011, ecography, v34, p659, doi 10.1111/j.1600-0587.2010.06433.x",,,792,839,9,792,0.00049
4460,"chen ic, 2011, science, v333, p1024, doi 10.1126/science.1206432",,,636,680,8,636,0.00049
6643,"duarte a, 2018, ecol model, v374, p51, doi 10.1016/j.ecolmodel.2018.02.007",,,679,868,15,679,0.000485
12250,"karanth ku, 1998, ecology, v79, p2852",,,679,794,12,679,0.000482
648,"alldredge mw, 2007, ecol appl, v17, p948, doi 10.1890/06-0685",,,592,706,11,592,0.000479
22030,"simberloff d, 1998, biol conserv, v83, p247, doi 10.1016/s0006-3207(97)00081-5",,,455,497,9,455,0.000476
17466,"noon br, 2012, conserv biol, v26, p432, doi 10.1111/j.1523-1739.2012.01855.x",,,710,810,13,710,0.000475
17870,"olson gs, 2005, j wildlife manage, v69, p918, doi 10.2193/0022-541x(2005)069[0918:mosodf]2.0.co;2",,,673,730,9,673,0.000472
3946,"cardillo m, 2005, science, v309, p1239, doi 10.1126/science.1116030",,,775,887,12,775,0.000469
2063,"bellard c, 2012, ecol lett, v15, p365, doi 10.1111/j.1461-0248.2011.01736.x",,,597,632,8,597,0.000469
18383,"pavlacky dc, 2012, j wildlife manage, v76, p154, doi 10.1002/jwmg.245",,,671,782,12,671,0.000466
23806,"tilman d, 1994, nature, v371, p65, doi 10.1038/371065a0",,,616,650,9,616,0.000464
616,"alford ra, 1999, annu rev ecol syst, v30, p133, doi 10.1146/annurev.ecolsys.30.1.133",,,604,655,10,604,0.000464
20713,"royle ja, 2006, j agr biol envir st, v11, p249, doi 10.1198/108571106x129153",,,592,698,12,592,0.000463
20527,"rosenstock ss, 2002, auk, v119, p46, doi 10.1642/0004-8038(2002)119[0046:lctcpa]2.0.co;2",,,540,662,11,540,0.000462
19247,"prevedello ja, 2010, biodivers conserv, v19, p1205, doi 10.1007/s10531-009-9750-z",,,399,423,6,399,0.000461
8647,"gelman a., 2007, data anal using regr, doi [10.1017/cbo9780511790942 10.1017/cbo9780511790942]",,,417,422,6,417,0.000458
25642,"wiens ja, 1987, oikos, v48, p132, doi 10.2307/3565849",,,409,426,7,409,0.000458
6180,"di bitetti ms, 2006, j zool, v270, p153, doi 10.1111/j.1469-7998.2006.00102.x",,,632,699,10,632,0.000455
8632,"gelman a, 2014, stat comput, v24, p997, doi 10.1007/s11222-013-9416-2",,,651,802,10,651,0.000451
6448,"donadio e, 2006, am nat, v167, p524, doi 10.1086/501033",,,875,1063,11,875,0.00045
21986,"sikes rs, 2016, j mammal, v97, p663, doi 10.1093/jmammal/gyw078",,,521,535,7,521,0.00045
26425,"zeller ka, 2011, biol conserv, v144, p892, doi 10.1016/j.biocon.2010.12.003",,,631,760,12,631,0.000449
12597,"kery m, 2002, j wildlife manage, v66, p330, doi 10.2307/3803165",,,722,838,12,722,0.000448
8256,"furnas bj, 2015, j wildlife manage, v79, p325, doi 10.1002/jwmg.821",,,548,639,10,548,0.000448
3129,"brawn jd, 2001, annu rev ecol syst, v32, p251, doi 10.1146/annurev.ecolsys.32.081501.114031",,,463,512,7,463,0.000447
434,"addicott jf, 1987, oikos, v49, p340, doi 10.2307/3565770",,,159,202,3,159,0.000445
6719,"dunham jb, 2002, rev fish biol fisher, v12, p373, doi 10.1023/a:1025338203702",,,188,188,2,188,0.000444
4500,"chevan a, 1991, am stat, v45, p90, doi 10.2307/2684366",,,150,151,2,150,0.000441
25098,"walther gr, 2002, nature, v416, p389, doi 10.1038/416389a",,,595,639,8,595,0.00044
3110,"brashares js, 2005, biodivers conserv, v14, p2709, doi 10.1007/s10531-005-8404-z",,,120,120,2,120,0.000439
21173,"sauer jr, 2011, auk, v128, p87, doi 10.1525/auk.2010.09220",,,561,600,9,561,0.000438
4341,"chandler rb, 2013, conserv biol, v27, p785, doi 10.1111/cobi.12046",,,564,610,9,564,0.000435
5761,"davis ml, 2011, anim conserv, v14, p56, doi 10.1111/j.1469-1795.2010.00389.x",,,738,780,7,738,0.000433
9480,"grimm nb, 2008, science, v319, p756, doi 10.1126/science.1150195",,,505,552,6,505,0.00043
12018,"jones je, 2012, plos one, v7, doi 10.1371/journal.pone.0043290",,,708,826,11,708,0.000426
1526,"banerjee s., 2004, hierarchical modelin",,,129,132,3,129,0.000425
24034,"treves a, 2003, conserv biol, v17, p1491, doi 10.1111/j.1523-1739.2003.00059.x",,,640,707,9,640,0.000424
26604,"zuur af, 2010, methods ecol evol, v1, p3, doi 10.1111/j.2041-210x.2009.00001.x",,,396,406,5,396,0.000423
18246,"parmesan c, 2003, nature, v421, p37, doi 10.1038/nature01286",,,496,537,9,496,0.00042
12635,"kery m., 2021, appl hierarchical mo, v2",,,489,520,8,489,0.00042
7398,"farris zj, 2016, anim conserv, v19, p189, doi 10.1111/acv.12233",,,578,644,8,578,0.000419
1910,"beaudrot l, 2016, plos biol, v14, doi 10.1371/journal.pbio.1002357",,,656,718,10,656,0.000417
15246,"martin j, 2009, biol conserv, v142, p2726, doi 10.1016/j.biocon.2009.06.027",,,513,552,8,513,0.000416
26166,"wright wj, 2019, ecology, v100, doi 10.1002/ecy.2703",,,443,457,6,443,0.000415
21314,"schipper j, 2008, science, v322, p225, doi 10.1126/science.1165115",,,598,647,9,598,0.000414
24983,"wake db, 2008, p natl acad sci usa, v105, p11466, doi 10.1073/pnas.0801921105",,,422,445,7,422,0.000412
8773,"gibbons jw, 2006, conserv biol, v20, p1457, doi 10.1111/j.1523-1739.2006.00443.x",,,354,432,7,354,0.000412
21169,"sauer jr, 1994, auk, v111, p50, doi 10.2307/4088504",,,517,587,10,517,0.000408
20635,"rovero f, 2014, plos one, v9, doi 10.1371/journal.pone.0103300",,,645,784,12,645,0.000406
14101,"linden dw, 2017, j appl ecol, v54, p2043, doi 10.1111/1365-2664.12883",,,529,580,9,529,0.000406
2585,"blanchet fg, 2020, ecol lett, v23, p1050, doi 10.1111/ele.13525",,,433,460,6,433,0.000406
13284,"kuussaari m, 2009, trends ecol evol, v24, p564, doi 10.1016/j.tree.2009.04.011",,,599,653,9,599,0.000405
25738,"williams b. k., 2002, anal management anim",,,425,441,7,425,0.000404
13760,"legendre p, 1993, ecology, v74, p1659, doi 10.2307/1939924",,,564,614,9,564,0.000403
12375,"kays r, 2017, j appl ecol, v54, p242, doi 10.1111/1365-2664.12700",,,503,565,9,503,0.000403
11245,"hutto rl, 1995, conserv biol, v9, p1041, doi 10.1046/j.1523-1739.1995.9051033.x-i1",,,387,433,7,387,0.000401
12259,"karanth ku, 2017, p roy soc b-biol sci, v284, doi 10.1098/rspb.2016.1860",,,641,802,11,641,0.0004
13966,"levin sa, 1992, ecology, v73, p1943, doi 10.2307/1941447",,,599,671,7,599,0.0004
8655,"gelman a., 2014, bayesian data anal, v2, doi 10.1007/s13398-014-0173-7.2",,,288,291,4,288,0.000399
424,"adams mj, 2013, plos one, v8, doi 10.1371/journal.pone.0064347",,,604,689,10,604,0.000398
21427,"schoener tw, 1970, ecology, v51, p408, doi 10.2307/1935376",,,186,186,2,186,0.000397
20513,"rosenberg kv, 2019, science, v366, p120, doi 10.1126/science.aaw1313",,,438,455,6,438,0.000394
26240,"yackulic cb, 2014, ecology, v95, p265, doi 10.1890/13-0012.1",,,619,688,9,619,0.000392
19536,"ralph c.j., 1997, gen technical report",,,445,498,8,445,0.000392
23139,"sullivan bl, 2009, biol conserv, v142, p2282, doi 10.1016/j.biocon.2009.05.006",,,578,629,9,578,0.000391
20748,"rubin d.b., 2013, texts stat sci serie",,,485,532,10,485,0.000391
11477,"iucn, 2016, iucn red list threat",,,283,287,5,283,0.000391
20114,"ripple wj, 2016, roy soc open sci, v3, doi 10.1098/rsos.160498",,,647,744,10,647,0.00039
7420,"fausch kd, 2002, bioscience, v52, p483, doi 10.1641/0006-3568(2002)052[0483:ltrbtg]2.0.co;2",,,538,569,6,538,0.00039
6500,"dorazio rm, 2013, ecology, v94, p1472, doi 10.1890/0012-9658-94.7.1472",,,290,308,5,290,0.00039
16496,"mollenhauer r, 2017, n am j fish manage, v37, p211, doi 10.1080/02755947.2016.1254127",,,183,183,2,183,0.000387
25698,"wilcove ds, 1998, bioscience, v48, p607, doi 10.2307/1313420",,,545,568,8,545,0.000385
5605,"daly c, 2008, int j climatol, v28, p2031, doi 10.1002/joc.1688",,,462,491,7,462,0.000383
20978,"sala oe, 2000, science, v287, p1770, doi 10.1126/science.287.5459.1770",,,674,719,9,674,0.000382
12242,"karanth kk, 2009, j appl ecol, v46, p1189, doi 10.1111/j.1365-2664.2009.01710.x",,,547,635,11,547,0.000382
6281,"diefenbach dr, 2003, auk, v120, p1168, doi 10.1642/0004-8038(2003)120[1168:vigbcr]2.0.co;2",,,492,508,7,492,0.000382
17786,"oksanen j, 2020, vegan community ecol",,,442,447,5,442,0.000382
2944,"boulinier t, 1998, ecology, v79, p1018, doi 10.1890/0012-9658(1998)079[1018:esrtio]2.0.co;2",,,820,937,13,820,0.000379
23638,"thomas l, 2010, j appl ecol, v47, p5, doi 10.1111/j.1365-2664.2009.01737.x",,,397,429,8,397,0.000378
11119,"hughes j, 2013, j r stat soc b, v75, p139, doi 10.1111/j.1467-9868.2012.01041.x",,,192,205,4,192,0.000375
23600,"thogmartin we, 2004, ecol appl, v14, p1766, doi 10.1890/03-5247",,,472,528,8,472,0.000374
14182,"link wa, 1998, ecol appl, v8, p258, doi 10.1890/1051-0761(1998)008[0258:epcfcd]2.0.co;2",,,380,428,8,380,0.000372
20044,"ries l, 2004, annu rev ecol evol s, v35, p491, doi 10.1146/annurev.ecolsys.35.112202.130148",,,334,352,5,334,0.000372
15511,"mayor sj, 2009, ecoscience, v16, p238, doi 10.2980/16-2-3238",,,743,781,7,743,0.000371
6497,"dorazio rm, 2010, ecology, v91, p2466, doi 10.1890/09-1033.1",,,666,785,13,666,0.000371
4339,"chandler rb, 2011, j appl ecol, v48, p1038, doi 10.1111/j.1365-2664.2011.02001.x",,,455,484,8,455,0.000371
26550,"zipkin ef, 2014, ecology, v95, p22, doi 10.1890/13-1131.1",,,552,645,11,552,0.00037
13576,"latimer am, 2006, ecol appl, v16, p33, doi 10.1890/04-0609",,,496,543,9,496,0.000365
701,"allouche o, 2006, j appl ecol, v43, p1223, doi 10.1111/j.1365-2664.2006.01214.x",,,393,398,5,393,0.000365
1789,"bateman pw, 2012, j zool, v287, p1, doi 10.1111/j.1469-7998.2011.00887.x",,,523,597,9,523,0.000363
5507,"cushman sa, 2006, biol conserv, v128, p231, doi 10.1016/j.biocon.2005.09.031",,,618,719,9,618,0.000362
15620,"mccarthy ma, 2013, oikos, v122, p717, doi 10.1111/j.1600-0706.2012.20781.x",,,497,539,9,497,0.000362
13015,"kolowski jm, 2017, plos one, v12, doi 10.1371/journal.pone.0186679",,,561,615,8,561,0.000361
9017,"goijman ap, 2015, plos one, v10, doi 10.1371/journal.pone.0130874",,,630,688,9,630,0.00036
21701,"semlitsch rd, 2000, j wildlife manage, v64, p615, doi 10.2307/3802732",,,614,765,9,614,0.000358
25409,"welsh ah, 2013, plos one, v8, doi 10.1371/journal.pone.0052015",,,386,404,7,386,0.000358
7856,"foley ja, 2005, science, v309, p570, doi 10.1126/science.1111772",,,613,674,10,613,0.000355
8642,"gelman a., 2004, bayesian data anal, v2nd ed.",,,494,503,6,494,0.000355
11427,"isaac njb, 2014, methods ecol evol, v5, p1052, doi 10.1111/2041-210x.12254",,,335,384,7,335,0.000355
2172,"benton tg, 2003, trends ecol evol, v18, p182, doi 10.1016/s0169-5347(03)00011-9",,,591,672,9,591,0.000353
3007,"boyce ms, 2002, ecol model, v157, p281, doi 10.1016/s0304-3800(02)00200-4",,,349,358,5,349,0.000353
20371,"roemer gw, 2009, bioscience, v59, p165, doi 10.1525/bio.2009.59.2.9",,,673,788,11,673,0.000351
17054,"nagy-reis mb, 2017, plos one, v12, doi 10.1371/journal.pone.0168441",,,621,686,9,621,0.00035
4397,"chapron g, 2014, science, v346, p1517, doi 10.1126/science.1257553",,,289,307,6,289,0.000349
6966,"elith j, 2006, ecography, v29, p129, doi 10.1111/j.2006.0906-7590.04596.x",,,438,506,10,438,0.000348
21739,"sergio f, 2003, j anim ecol, v72, p857, doi 10.1046/j.1365-2656.2003.00758.x",,,267,275,6,267,0.000346
9600,"guisan a, 2000, ecol model, v135, p147, doi 10.1016/s0304-3800(00)00354-9",,,447,491,7,447,0.000345
15123,"margules cr, 2000, nature, v405, p243, doi 10.1038/35012251",,,500,537,8,500,0.000339
8152,"frid a, 2002, conserv ecol, v6",,,440,468,7,440,0.000339
17344,"nichols jd, 2009, environ ecol stat se, v3, p201, doi 10.1007/978-0-387-78151-8_9",,,559,703,12,559,0.000338
12617,"kery m, 2011, j biogeogr, v38, p617, doi 10.1111/j.1365-2699.2011.02487.x",,,529,658,11,529,0.000337
87,"[anonymous], 1999, metapopulation ecolo",,,512,573,9,512,0.000336
22786,"steenweg r, 2016, biol conserv, v201, p192, doi 10.1016/j.biocon.2016.06.020",,,534,594,9,534,0.000334
9717,"haddad nm, 2015, sci adv, v1, doi 10.1126/sciadv.1500052",,,519,554,7,519,0.000332
14179,"link wa, 1996, ecology, v77, p1633, doi 10.2307/2265557",,,375,397,6,375,0.000331
5531,"czech b, 2000, bioscience, v50, p593, doi 10.1641/0006-3568(2000)050[0593:eaacos]2.0.co;2",,,496,578,7,496,0.00033
11154,"hunt sd, 2013, biol conserv, v157, p277, doi 10.1016/j.biocon.2012.08.035",,,484,529,6,484,0.00033
839,"anderson d. r., 2008, model based inferenc, v31",,,382,397,6,382,0.00033
21037,"sanchez-bayo f, 2019, biol conserv, v232, p8, doi 10.1016/j.biocon.2019.01.020",,,286,287,4,286,0.00033
17294,"newton i, 2004, ibis, v146, p579, doi 10.1111/j.1474-919x.2004.00375.x",,,274,277,4,274,0.00033
18817,"phillips sj, 2006, ecol model, v190, p231, doi 10.1016/j.ecolmodel.2005.03.026",,,558,634,10,558,0.000329
4208,"ceballos g, 2002, science, v296, p904, doi 10.1126/science.1069349",,,527,562,8,527,0.000328
14744,"macarthur rh, 1958, ecology, v39, p599, doi 10.2307/1931600",,,449,456,5,449,0.000328
640,"allan jd, 2004, annu rev ecol evol s, v35, p257, doi 10.1146/annurev.ecolsys.35.120202.110122",,,571,631,8,571,0.000327
1651,"barnes ma, 2014, environ sci technol, v48, p1819, doi 10.1021/es404734p",,,214,230,4,214,0.000326
4674,"clavel j, 2011, front ecol environ, v9, p222, doi 10.1890/080216",,,457,475,6,457,0.000322
14840,"mackenzie di, 2011, methods ecol evol, v2, p612, doi 10.1111/j.2041-210x.2011.00110.x",,,445,473,8,445,0.000322
15539,"mazerolle, 2017, aiccmodavg model sel",,,547,567,6,547,0.000321
21180,"saunders da, 1991, conserv biol, v5, p18, doi 10.1111/j.1523-1739.1991.tb00384.x",,,421,437,6,421,0.00032
8657,"gelman a., 2014, texts stat sci serie, v3rd",,,441,462,8,441,0.000319
26238,"yackulic cb, 2012, ecology, v93, p1953, doi 10.1890/11-1709.1",,,352,399,8,352,0.000319
14216,"linnell john d. c., 2000, diversity and distributions, v6, p169, doi 10.1046/j.1472-4642.2000.00069.x",,,796,926,10,796,0.000318
9606,"guisan a, 2013, ecol lett, v16, p1424, doi 10.1111/ele.12189",,,383,476,8,383,0.000318
26253,"yamaura y, 2011, j appl ecol, v48, p67, doi 10.1111/j.1365-2664.2010.01922.x",,,374,410,9,374,0.000316
18263,"parris km, 1999, aust j ecol, v24, p495, doi 10.1046/j.1442-9993.1999.00989.x",,,98,98,2,98,0.000313
8559,"gaynor km, 2018, science, v360, p1232, doi 10.1126/science.aar7121",,,591,650,9,591,0.000312
6042,"dennis eb, 2015, biometrics, v71, p237, doi 10.1111/biom.12246",,,498,601,11,498,0.000311
25428,"wenger sj, 2011, p natl acad sci usa, v108, p14175, doi 10.1073/pnas.1103097108",,,265,274,4,265,0.000311
23801,"tilker a, 2020, divers distrib, v26, p426, doi 10.1111/ddi.13029",,,510,567,8,510,0.000308
23603,"thogmartin we, 2006, condor, v108, p25, doi 10.1650/0010-5422(2006)108[0025:praorg]2.0.co;2",,,425,446,6,425,0.000308
6779,"durso am, 2011, biol conserv, v144, p1508, doi 10.1016/j.biocon.2011.01.020",,,293,302,5,293,0.000308
9164,"gorelick n, 2017, remote sens environ, v202, p18, doi 10.1016/j.rse.2017.06.031",,,368,376,5,368,0.000307
25868,"wilson jd, 2014, j appl ecol, v51, p204, doi 10.1111/1365-2664.12173",,,198,198,3,198,0.000307
9078,"gompper me, 2016, plos one, v11, doi 10.1371/journal.pone.0146055",,,718,871,11,718,0.000306
14737,"macarthur r, 1967, am nat, v101, p377, doi 10.1086/282505",,,546,634,8,546,0.000306
12604,"kery m, 2008, auk, v125, p336, doi 10.1525/auk.2008.06185",,,531,653,13,531,0.000306
6506,"dorazio rm, 2018, mol ecol resour, v18, p368, doi 10.1111/1755-0998.12735",,,192,203,3,192,0.000306
11875,"johnson dh, 2008, j wildlife manage, v72, p857, doi 10.2193/2007-294",,,552,691,11,552,0.000305
23699,"thompson w.l., 2004, sampling rare elusiv",,,534,575,8,534,0.000303
18687,"peterman we, 2008, freshwater biol, v53, p347, doi 10.1111/j.1365-2427.2007.01900.x",,,424,485,6,424,0.000303
4064,"carter nh, 2012, p natl acad sci usa, v109, p15360, doi 10.1073/pnas.1210490109",,,624,743,9,624,0.000301
12024,"jones kate e., 2009, ecology (washington d c), v90, p2648, doi 10.1890/08-1494.1",,,505,541,7,505,0.0003
3443,"bruner ag, 2001, science, v291, p125, doi 10.1126/science.291.5501.125",,,485,532,7,485,0.0003
20532,"rosenzweig michael l., 1995, doi 10.1017/cbo9780511623387.002",,,409,430,6,409,0.0003
13431,"lande r, 1988, oecologia, v75, p601, doi 10.1007/bf00776426",,,349,364,6,349,0.0003
